#,"ID Detalle Factura","Número de factura","Campaña o aviso institucional","Nombre campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida contratante","Sujeto obligado solicitante","Partida solicitante","Área administrativa solicitante","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A incluido",Monto,Estatus
208,210,442,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,15785.28,15785.28,Activo
209,211,29423,"Avisos Institucionales",Edictos,"Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,17045.71,17045.71,Activo
210,212,8423,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,6970.94,13941.88,Activo
211,213,8851,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,7531.35,15062.70,Activo
212,214,1790,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,4911.96,9823.92,Activo
213,215,1003,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,8186.20,16372.40,Activo
214,216,2763,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,8607.20,17214.40,Activo
215,217,255510,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,47760.22,95520.44,Activo
216,218,24508,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,31064.80,62129.60,Activo
217,219,1284,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,30450.00,30450.00,Activo
218,220,1897,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,149999.99,149999.99,Activo
219,221,60879,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,124999.28,124999.28,Activo
220,222,13466,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,51056.99,51056.99,Activo
221,223,60663,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 37/16.",1.00,182748.72,182748.72,Activo
222,224,1888,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 38/16.
UNIDAD: BANNER Y LONG BAR",1.00,115917.64,115917.64,Activo
223,225,1452,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 39/16.
 ",1.00,162400.00,162400.00,Activo
224,226,982,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 40/16.
Unidad: Leader Board Central",1.00,62118.00,62118.00,Activo
225,227,429,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 41/16
 ",1.00,81200.00,81200.00,Activo
226,228,191,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 42/16.
 ",1.00,63568.00,63568.00,Activo
227,229,19258,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 43/16.
 ",1.00,9999.99,9999.99,Activo
228,230,10417,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 44/16.",1.00,9999.99,9999.99,Activo
229,231,84604,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 45/16.
 ",1.00,20000.00,20000.00,Activo
230,232,45518,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 46/16.
 ",1.00,9999.99,9999.99,Activo
231,233,109326,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 47/16.
 ",1.00,10000.00,10000.00,Activo
232,234,31614,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 48/16.
 ",1.00,9999.99,9999.99,Activo
233,235,97,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 49/16.
 ",1.00,9999.99,9999.99,Activo
234,236,23564,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","concepto de servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 50/16",1.00,9999.99,9999.99,Activo
235,237,4441,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 51/16.",1.00,9999.99,9999.99,Activo
236,238,35324,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 52/16.
 ",1.00,174000.00,174000.00,Activo
